product_name,quantity_sold,unit_price,store_id,inventory_level,reorder_point,reorder_quantity,supplier_lead_time,customer_age,customer_income,customer_loyalty_level,promotion_applied,holiday_indicator,stockout_indicator,actual_demand,transaction_month,transaction_hour,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,weather_conditions_Rainy,weather_conditions_Stormy,weather_conditions_Sunny,payment_method_Credit Card,payment_method_Debit Card,payment_method_Digital Wallet,"store_location_Dallas, TX","store_location_Los Angeles, CA","store_location_Miami, FL","store_location_New York, NY",category_Electronics,customer_gender_Male,customer_gender_Other,promotion_type_None,promotion_type_Percentage Discount
298.8442748091603,5.0,1273.23,300.63636363632446,237.0,72.0,276.0,2.0,45.0,3948,1,True,False,False,229.0,3.0,12.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
303.0429936305732,3.0,1258.76,291.9960000007278,401.0,57.0,260.0,2.0,30.0,3802,1,False,True,True,334.0,3.0,2.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
298.4413680781759,2.0,585.16,296.04545454614953,396.0,105.0,153.0,10.0,28.0,2025,3,False,True,True,175.0,5.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
297.4515570934256,1.0,816.05,300.63636363632446,293.0,99.0,117.0,1.0,35.0,2275,2,False,True,True,259.0,4.0,20.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0
293.4882995319813,3.0,1093.09,303.0858369076258,378.0,116.0,159.0,9.0,62.0,100,1,False,True,False,335.0,8.0,2.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
298.8442748091603,4.0,1777.27,300.63636363632446,243.0,91.0,169.0,2.0,36.0,4920,1,True,False,True,200.0,7.0,9.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
297.4515570934256,2.0,580.36,288.5577689252806,2.0,149.0,194.0,7.0,68.0,3408,2,False,False,True,249.0,5.0,8.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0
301.328990228013,5.0,1768.42,303.6730038021531,343.0,143.0,160.0,9.0,31.0,4244,2,True,False,False,188.0,7.0,21.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
298.53013910355486,2.0,599.78,296.7450199205363,293.0,59.0,288.0,1.0,50.0,4618,4,False,True,False,137.0,1.0,22.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
293.4882995319813,4.0,1677.56,293.65217391345675,282.0,54.0,283.0,10.0,27.0,4915,3,False,True,False,242.0,9.0,10.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
298.8442748091603,5.0,128.02,291.9960000007278,232.0,58.0,203.0,3.0,55.0,192,1,True,True,False,486.0,4.0,4.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
293.4882995319813,3.0,1663.73,288.5577689252806,193.0,132.0,142.0,7.0,49.0,4695,4,True,False,True,204.0,4.0,17.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
298.53013910355486,5.0,1021.06,307.5506072862772,71.0,97.0,101.0,5.0,41.0,1785,1,True,False,False,390.0,7.0,21.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
298.4413680781759,5.0,1138.71,303.0858369076258,338.0,61.0,193.0,8.0,44.0,1533,3,False,True,True,280.0,8.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
303.0429936305732,5.0,1122.39,306.67578124957265,325.0,78.0,223.0,10.0,42.0,2835,4,False,True,False,344.0,9.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
301.6484751203852,5.0,1177.69,291.9960000007278,242.0,113.0,111.0,1.0,61.0,4443,3,False,False,False,429.0,5.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
303.0429936305732,2.0,990.67,296.7450199205363,440.0,149.0,150.0,2.0,22.0,4914,2,True,True,True,475.0,2.0,12.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
297.4515570934256,3.0,401.68,300.63636363632446,447.0,83.0,262.0,1.0,37.0,1599,4,False,True,True,220.0,5.0,10.0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
303.0429936305732,1.0,1289.73,296.7450199205363,257.0,129.0,172.0,1.0,68.0,1780,3,True,True,False,423.0,8.0,20.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
293.4882995319813,1.0,1153.7,297.84753363418173,304.0,101.0,180.0,4.0,50.0,4899,4,False,False,False,462.0,2.0,8.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
298.53013910355486,3.0,1857.32,303.0858369076258,346.0,117.0,189.0,8.0,25.0,2575,4,False,True,False,331.0,7.0,14.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
301.6484751203852,1.0,92.33,306.67578124957265,461.0,119.0,232.0,5.0,25.0,3399,2,False,True,True,145.0,1.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
303.0429936305732,5.0,1898.06,301.2884615383785,418.0,121.0,216.0,9.0,23.0,3974,4,True,False,True,160.0,2.0,13.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
298.53013910355486,2.0,1097.68,306.67578124957265,449.0,117.0,256.0,4.0,62.0,3770,4,False,True,False,478.0,4.0,2.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
298.8442748091603,1.0,660.72,306.67578124957265,156.0,62.0,160.0,4.0,23.0,167,1,True,False,False,500.0,1.0,18.0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
293.4882995319813,4.0,1172.22,296.04545454614953,463.0,76.0,234.0,5.0,64.0,1752,2,False,False,True,257.0,5.0,14.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
293.4882995319813,4.0,913.84,303.0858369076258,415.0,145.0,178.0,8.0,68.0,1480,1,True,False,False,131.0,7.0,10.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
293.4882995319813,1.0,455.08,296.7450199205363,388.0,64.0,144.0,9.0,19.0,1025,1,True,True,False,106.0,7.0,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
298.8442748091603,2.0,425.5,301.2884615383785,399.0,59.0,227.0,2.0,52.0,1789,1,True,True,False,279.0,5.0,8.0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0
298.4413680781759,4.0,94.74,303.0858369076258,87.0,84.0,177.0,5.0,36.0,2265,3,False,True,False,473.0,6.0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
303.0429936305732,2.0,910.73,301.2884615383785,168.0,91.0,238.0,10.0,34.0,2474,3,False,True,True,122.0,9.0,14.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
298.53013910355486,3.0,233.78,301.2884615383785,87.0,71.0,154.0,8.0,69.0,1823,4,True,False,True,481.0,3.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
297.4515570934256,5.0,480.31,291.9960000007278,102.0,106.0,178.0,4.0,42.0,1221,4,True,True,False,296.0,7.0,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
301.6484751203852,3.0,795.78,295.84824902740246,240.0,127.0,175.0,10.0,70.0,1667,3,False,True,False,124.0,8.0,11.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
293.4882995319813,4.0,755.52,306.67578124957265,200.0,90.0,194.0,1.0,47.0,2961,3,True,True,True,456.0,7.0,22.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
301.328990228013,4.0,1779.07,296.04545454614953,407.0,101.0,224.0,9.0,47.0,153,2,True,True,True,504.0,2.0,13.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
301.6484751203852,4.0,1482.82,307.09960159288164,472.0,86.0,218.0,3.0,68.0,2535,1,True,True,False,469.0,8.0,12.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
298.8442748091603,4.0,1053.08,307.1048689137074,486.0,57.0,228.0,6.0,57.0,4687,3,True,False,True,299.0,5.0,20.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
298.4413680781759,3.0,309.51,287.30952381051344,261.0,104.0,250.0,9.0,60.0,1979,3,True,False,True,372.0,6.0,15.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
303.0429936305732,5.0,1785.32,307.1048689137074,391.0,111.0,215.0,9.0,68.0,1470,1,False,True,False,269.0,4.0,3.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
298.53013910355486,5.0,1345.72,291.9960000007278,358.0,106.0,146.0,2.0,44.0,2808,1,True,True,True,412.0,4.0,10.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
298.8442748091603,4.0,492.77,307.09960159288164,48.0,96.0,291.0,2.0,61.0,2513,4,False,False,True,96.0,9.0,3.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
293.4882995319813,1.0,520.82,296.04545454614953,214.0,149.0,267.0,7.0,20.0,2944,4,False,True,False,368.0,9.0,21.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
303.0429936305732,1.0,741.03,297.84753363418173,319.0,146.0,296.0,3.0,18.0,2981,2,False,False,True,261.0,2.0,10.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
298.8442748091603,4.0,715.77,300.57551020383005,30.0,64.0,211.0,10.0,30.0,4821,3,False,False,True,333.0,6.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
301.6484751203852,4.0,1271.11,297.84753363418173,441.0,71.0,144.0,2.0,67.0,3018,3,True,True,False,445.0,9.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
297.4515570934256,2.0,886.84,303.0858369076258,153.0,92.0,140.0,7.0,69.0,1567,4,False,True,True,205.0,4.0,23.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
298.4413680781759,2.0,947.46,300.63636363632446,340.0,90.0,118.0,10.0,45.0,32,2,True,False,False,255.0,6.0,23.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
298.53013910355486,3.0,779.25,296.04545454614953,489.0,54.0,172.0,6.0,55.0,938,2,True,False,False,174.0,9.0,21.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
298.8442748091603,1.0,1979.67,291.9960000007278,34.0,106.0,254.0,10.0,52.0,1216,2,True,True,True,126.0,3.0,14.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
298.4413680781759,5.0,1732.64,288.5577689252806,294.0,149.0,218.0,10.0,26.0,1938,2,True,True,True,458.0,2.0,14.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
298.8442748091603,4.0,464.38,296.04545454614953,429.0,69.0,231.0,4.0,66.0,1130,3,True,True,True,119.0,1.0,9.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
301.328990228013,1.0,1719.82,293.65217391345675,351.0,91.0,134.0,1.0,56.0,310,2,True,False,True,94.0,4.0,15.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
301.6484751203852,5.0,1949.91,287.30952381051344,206.0,117.0,245.0,6.0,52.0,4900,4,False,False,False,114.0,6.0,11.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
297.4515570934256,1.0,151.07,296.04545454614953,23.0,52.0,249.0,7.0,52.0,2169,2,False,True,False,316.0,7.0,15.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0
298.4413680781759,5.0,661.1,296.7450199205363,357.0,65.0,216.0,1.0,46.0,3114,4,False,False,True,490.0,4.0,18.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
297.4515570934256,5.0,54.85,301.51004016036796,363.0,144.0,181.0,10.0,58.0,496,1,True,False,True,391.0,7.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
298.53013910355486,2.0,664.37,293.65217391345675,176.0,146.0,163.0,3.0,59.0,206,4,True,True,False,204.0,5.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
298.53013910355486,1.0,748.04,300.57551020383005,233.0,99.0,174.0,10.0,39.0,2674,3,False,False,True,362.0,2.0,23.0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
293.4882995319813,4.0,1237.22,297.84753363418173,467.0,81.0,234.0,4.0,45.0,3358,4,True,True,False,405.0,1.0,4.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
301.6484751203852,2.0,432.35,288.5577689252806,450.0,117.0,226.0,2.0,35.0,3830,3,True,False,True,382.0,6.0,19.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
298.53013910355486,5.0,804.3,303.6730038021531,240.0,67.0,190.0,10.0,44.0,306,2,False,False,True,378.0,3.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
293.4882995319813,2.0,1262.9,303.0858369076258,273.0,90.0,184.0,9.0,20.0,3793,4,False,False,False,319.0,2.0,9.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
298.53013910355486,3.0,1892.7,303.6730038021531,131.0,65.0,217.0,9.0,36.0,2202,2,True,False,False,291.0,1.0,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
303.0429936305732,3.0,1650.84,296.7450199205363,177.0,99.0,168.0,2.0,67.0,1062,2,False,True,True,331.0,1.0,8.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
301.6484751203852,1.0,81.48,307.09960159288164,465.0,128.0,272.0,1.0,67.0,844,2,True,False,False,310.0,8.0,19.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
301.328990228013,4.0,142.53,306.67578124957265,406.0,65.0,253.0,9.0,49.0,3872,3,True,True,False,403.0,2.0,16.0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0
297.4515570934256,2.0,603.19,307.09960159288164,54.0,141.0,272.0,7.0,23.0,2252,3,True,False,True,284.0,1.0,13.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
301.6484751203852,2.0,1413.02,303.6730038021531,379.0,55.0,229.0,10.0,67.0,212,1,True,True,False,415.0,3.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
298.4413680781759,5.0,1470.92,295.84824902740246,21.0,133.0,205.0,8.0,49.0,3996,4,True,True,False,278.0,6.0,16.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0
301.6484751203852,5.0,915.74,303.0858369076258,351.0,113.0,263.0,10.0,44.0,680,4,True,True,False,375.0,9.0,16.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
298.8442748091603,5.0,639.87,291.9960000007278,392.0,61.0,275.0,3.0,53.0,566,2,True,False,False,472.0,5.0,2.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1
303.0429936305732,4.0,1713.36,300.57551020383005,446.0,68.0,182.0,9.0,37.0,3291,4,True,False,True,331.0,7.0,8.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
298.8442748091603,3.0,577.21,307.09960159288164,240.0,133.0,271.0,3.0,18.0,4353,3,False,False,True,468.0,9.0,7.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
293.4882995319813,3.0,682.38,307.1048689137074,431.0,70.0,143.0,5.0,51.0,681,1,False,False,False,201.0,7.0,19.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
301.6484751203852,2.0,896.94,297.84753363418173,125.0,55.0,123.0,6.0,58.0,181,3,False,True,True,383.0,9.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
297.4515570934256,5.0,992.39,296.7450199205363,31.0,54.0,252.0,1.0,60.0,4278,1,True,True,False,99.0,6.0,5.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
301.328990228013,1.0,1199.82,296.04545454614953,34.0,150.0,176.0,2.0,64.0,2496,4,True,True,True,497.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
297.4515570934256,1.0,1458.64,307.1048689137074,193.0,122.0,245.0,10.0,29.0,2317,1,False,True,False,274.0,8.0,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
303.0429936305732,1.0,1349.29,300.63636363632446,172.0,102.0,297.0,4.0,39.0,4272,1,False,True,True,386.0,2.0,19.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0
298.53013910355486,4.0,1075.43,301.2884615383785,132.0,133.0,188.0,6.0,30.0,279,3,False,True,True,482.0,7.0,5.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
301.328990228013,4.0,1542.5,287.30952381051344,327.0,119.0,258.0,4.0,49.0,3683,3,False,False,True,367.0,8.0,2.0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
293.4882995319813,5.0,595.64,303.6730038021531,432.0,111.0,148.0,4.0,32.0,4761,4,True,False,False,246.0,7.0,4.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
297.4515570934256,4.0,52.13,296.04545454614953,186.0,72.0,251.0,3.0,64.0,433,2,True,False,True,349.0,5.0,16.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
293.4882995319813,1.0,1410.92,303.6730038021531,437.0,144.0,296.0,3.0,29.0,290,1,False,True,True,458.0,5.0,22.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
293.4882995319813,4.0,1172.96,307.5506072862772,316.0,136.0,185.0,8.0,30.0,1028,1,False,True,False,377.0,1.0,6.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
298.8442748091603,2.0,666.9,303.0858369076258,26.0,72.0,242.0,1.0,28.0,536,2,False,True,True,122.0,3.0,10.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
303.0429936305732,3.0,207.01,301.51004016036796,444.0,50.0,239.0,1.0,47.0,3631,3,False,True,True,394.0,5.0,13.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
293.4882995319813,1.0,1855.6,290.7581967228691,427.0,144.0,265.0,7.0,21.0,189,2,False,False,True,133.0,8.0,20.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
298.53013910355486,2.0,233.17,287.30952381051344,307.0,106.0,256.0,4.0,32.0,2175,3,False,False,False,233.0,9.0,20.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
298.53013910355486,3.0,537.61,307.1048689137074,492.0,92.0,112.0,5.0,62.0,3915,1,False,False,False,492.0,8.0,18.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
298.8442748091603,5.0,1919.22,301.2884615383785,7.0,118.0,273.0,7.0,56.0,1863,3,False,True,False,290.0,6.0,20.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0
293.4882995319813,4.0,1505.72,300.57551020383005,392.0,130.0,273.0,6.0,32.0,271,1,False,True,True,421.0,5.0,16.0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
301.328990228013,2.0,910.13,295.84824902740246,276.0,67.0,156.0,1.0,23.0,1729,1,True,True,True,146.0,8.0,14.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
301.6484751203852,5.0,1735.84,300.57551020383005,483.0,116.0,130.0,6.0,42.0,4074,4,True,True,False,474.0,7.0,14.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
298.4413680781759,2.0,66.81,303.6730038021531,307.0,137.0,232.0,9.0,20.0,2158,3,False,True,False,390.0,3.0,23.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
297.4515570934256,1.0,1911.48,296.04545454614953,258.0,93.0,275.0,1.0,21.0,3931,2,True,True,False,379.0,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
298.8442748091603,2.0,391.62,307.5506072862772,190.0,71.0,250.0,9.0,24.0,112,3,False,False,True,264.0,7.0,16.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
293.4882995319813,2.0,293.34,306.67578124957265,220.0,88.0,103.0,5.0,62.0,2385,2,True,False,False,446.0,3.0,23.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0
297.4515570934256,5.0,1832.09,307.1048689137074,236.0,97.0,142.0,1.0,66.0,221,2,True,False,True,161.0,4.0,11.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
297.4515570934256,2.0,666.56,307.09960159288164,450.0,150.0,214.0,3.0,25.0,628,1,False,True,False,151.0,3.0,7.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
298.4413680781759,5.0,630.81,303.0454545445508,225.0,90.0,287.0,5.0,52.0,1182,2,False,False,False,377.0,2.0,10.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
293.4882995319813,1.0,900.55,303.6730038021531,97.0,53.0,126.0,5.0,64.0,3382,2,True,True,True,320.0,4.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
297.4515570934256,4.0,1161.26,307.5506072862772,263.0,130.0,182.0,8.0,48.0,2423,4,False,False,True,151.0,6.0,8.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
293.4882995319813,2.0,1631.18,288.5577689252806,212.0,57.0,112.0,5.0,59.0,791,4,True,True,True,105.0,2.0,21.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
298.8442748091603,4.0,1409.09,295.84824902740246,455.0,130.0,185.0,3.0,33.0,4274,4,True,True,True,163.0,2.0,14.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
293.4882995319813,2.0,1803.74,303.0858369076258,160.0,78.0,224.0,2.0,69.0,462,2,False,True,True,489.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
303.0429936305732,3.0,1010.77,293.65217391345675,260.0,120.0,193.0,1.0,22.0,4401,3,False,True,True,214.0,4.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
301.328990228013,4.0,1207.03,291.9960000007278,216.0,50.0,282.0,6.0,33.0,552,4,True,True,True,336.0,4.0,14.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
301.328990228013,3.0,1001.61,303.0454545445508,160.0,140.0,103.0,4.0,69.0,3130,3,True,True,True,413.0,1.0,9.0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
